sentiment,a,b,c,user,tweet
4,1556843433,Sun Apr 19 00:37:23 PDT 2009,NO_QUERY,Sarinninja,@Faunadestia don't think I have seen it.  I will have to find it.    Or u can link me to it? 
4,1556843434,Sun Apr 19 00:37:23 PDT 2009,NO_QUERY,luisgalarza,"@milagro88 You're welcome, hope u ready 4 great Sunday "
4,1556843446,Sun Apr 19 00:37:23 PDT 2009,NO_QUERY,chezhayes,"Bleary eyed, watching F1. Off to see the scarecrows later "
4,1556843447,Sun Apr 19 00:37:23 PDT 2009,NO_QUERY,Claire71uk,making pancakes &amp; blueberry maple syrup from scratch....mmmmmm 
4,1556843489,Sun Apr 19 00:37:24 PDT 2009,NO_QUERY,GantsehMegillah,@roofer_on_fire Nice to see you in the new Twibe. 
4,1556843519,Sun Apr 19 00:37:24 PDT 2009,NO_QUERY,mshawyer,@nottheword  the economical paper variety more my style for my musings 
4,1556843527,Sun Apr 19 00:37:24 PDT 2009,NO_QUERY,rkeeble1,"Ladyhawke on cd, ironing. Sunday morning, seems good to me "
4,1556843569,Sun Apr 19 00:37:26 PDT 2009,NO_QUERY,episton,@shelliwazzu  HAHA... so you dont wake  your children I take it.. ;) i am pretty damn funny. 
4,1556843593,Sun Apr 19 00:37:25 PDT 2009,NO_QUERY,exocetau,"@pressdarling had the wrong tweet selected, sorry - should have been @reply to @PeterBlackQUT. I've since deleted and reposted "
4,1556843687,Sun Apr 19 00:37:27 PDT 2009,NO_QUERY,sutiban,@victoria_eve Your pics are amazing! keep it up 
4,1556843705,Sun Apr 19 00:37:27 PDT 2009,NO_QUERY,aussiemily,"is banning Angela from the combination of alcohol, cameras, and Twitter. "
4,1556843718,Sun Apr 19 00:37:27 PDT 2009,NO_QUERY,fxjfxj,@LadyLuu Maybe you just FAIL!!! 
4,1556843742,Sun Apr 19 00:37:28 PDT 2009,NO_QUERY,vimis,"@arturs T? sieviete back-fon? run? ska??k par jums, bet ir OK! "
4,1556843755,Sun Apr 19 00:37:28 PDT 2009,NO_QUERY,xiane,@XtyMiller you are very welcome! have a sunny sunday 
4,1556843757,Sun Apr 19 00:37:29 PDT 2009,NO_QUERY,MacGruberGyver,"A great day.  now, time to sink into the blissful oblivian that is sleep."
4,1556843782,Sun Apr 19 00:37:28 PDT 2009,NO_QUERY,fitSpirit,"@sarahprout yes its a great idea,  and we might get a few more Aussies on board too "
4,1556843783,Sun Apr 19 00:37:29 PDT 2009,NO_QUERY,JustaPlaneRide,"Good morning! Thanks for all the new follows, everyone "
4,1556843802,Sun Apr 19 00:37:29 PDT 2009,NO_QUERY,zeejumat,twittering ever minutes just make my day! 
4,1556843846,Sun Apr 19 00:37:30 PDT 2009,NO_QUERY,MegFitzgerald,@danecook Dan in Real Life was a great movie. The acting by all was excellent. You and Steve especially! Rhode Island is so pretty 
4,1556843855,Sun Apr 19 00:37:30 PDT 2009,NO_QUERY,dragonflyclef,Hooray - I'm fleeing a lot less colb-ified today  Maybe I will have some fun this weekend after all!
4,1556843909,Sun Apr 19 00:37:31 PDT 2009,NO_QUERY,MichelleN3ss,Watchin a movie called &quot;Conjurer&quot; on TMCw(545 on direct tv) its supposed to be horror watch it with me 
4,1556843987,Sun Apr 19 00:37:32 PDT 2009,NO_QUERY,Johannalc40,i love you world! 
4,1556844044,Sun Apr 19 00:37:34 PDT 2009,NO_QUERY,jaybee_smile,is finally finished being sick for the day 
4,1556844170,Sun Apr 19 00:37:36 PDT 2009,NO_QUERY,kimalba,@aileenmachine yeah  i go to a private school in sacramento. :]
4,1556844189,Sun Apr 19 00:37:36 PDT 2009,NO_QUERY,youngbroad,GOOD MORNING AND GOOD NITE EVERYONE!!! HOPE U ENJOYED UR DAY I DID!!! I WON $6 @ AC I FEEL LIKE A MILLION BUCK$ LOL  ZZZZZZZ
4,1556844207,Sun Apr 19 00:37:36 PDT 2009,NO_QUERY,michaelmcquirk,I was playing sims2 when all of a sudden one of my sims got hit(and killed) by a falling satalite. 
4,1556844373,Sun Apr 19 00:37:42 PDT 2009,NO_QUERY,benkunstman,tonight was fun 
4,1556844453,Sun Apr 19 00:37:41 PDT 2009,NO_QUERY,SandyCalico,@suzysmiles That's brilliant 
4,1556844494,Sun Apr 19 00:37:43 PDT 2009,NO_QUERY,twankz,"One of the greatest days of my life. thanks @SherE1 @liza619 oh and of course, thanks @DonnieWahlberg @joeymcintyre @JonathanRKnight "
4,1556844514,Sun Apr 19 00:37:42 PDT 2009,NO_QUERY,tami_h,@brianike I love your tweets!  Congrats on the baby girl 
4,1556844525,Sun Apr 19 00:37:43 PDT 2009,NO_QUERY,GeoCatt,"@blakehealy wow, sounds awesome "
4,1556844558,Sun Apr 19 00:37:44 PDT 2009,NO_QUERY,BritneyGoddess,i went to see the circus tour  im going monday too ;)
4,1556844563,Sun Apr 19 00:37:47 PDT 2009,NO_QUERY,nomadicmatt,@ARWalsh4 ill never be back in the states for good 
4,1556844588,Sun Apr 19 00:37:44 PDT 2009,NO_QUERY,ryanz0r,Off to the 22nd TTA Team Championships to watch Megan and Mark kick ass 
4,1556844672,Sun Apr 19 00:37:46 PDT 2009,NO_QUERY,Trayshiaer,in club SUGAR NIGHT. this shit is POPPIN 
4,1556844722,Sun Apr 19 00:37:48 PDT 2009,NO_QUERY,ianhf,"For sale - 2 Ferrari race cars, ok in dry but barely used in the wet as utter nails "
4,1556844770,Sun Apr 19 00:37:48 PDT 2009,NO_QUERY,ChareelovesHP,Watching experimental films all night has inspired me! Maybe I will make one about jellyfish 
4,1556844874,Sun Apr 19 00:37:50 PDT 2009,NO_QUERY,kittster1,@MissJoJoSmith How did the show go? 
4,1556844881,Sun Apr 19 00:37:51 PDT 2009,NO_QUERY,alexamunday,"sometimes i like to make weird sounds with my mouth. for absolutely no reason. its odd i guess, but i kinda like it "
4,1556844891,Sun Apr 19 00:37:51 PDT 2009,NO_QUERY,Gemleo25,well i think i'm gunna go and get back on lata...tweet ya's soon 
4,1556844937,Sun Apr 19 00:37:51 PDT 2009,NO_QUERY,katherineeee_,Going to bed. Goodnight  !
4,1556844964,Sun Apr 19 00:37:52 PDT 2009,NO_QUERY,_MAK,Morning everyone 
4,1556845033,Sun Apr 19 00:37:53 PDT 2009,NO_QUERY,Mia_Mutation,"Great day :p Band played, ate some uber good food &amp; caught up with old friends  Too bad it was so fuckin' hot all day lol... Nite nite"
4,1556845047,Sun Apr 19 00:37:53 PDT 2009,NO_QUERY,floppyandbear,hey its 12:40 a.m. in L.A. - time to say good morning and good nite 
4,1556845058,Sun Apr 19 00:37:54 PDT 2009,NO_QUERY,koltregaskes,@alejandroz 140 characters or less?: Why not join it. 
4,1556845087,Sun Apr 19 00:37:54 PDT 2009,NO_QUERY,simonday09,#f1 wish I got out of bed earlier. never knew the weather was going to cause so much fun. Excellent season so far 
4,1556845212,Sun Apr 19 00:37:57 PDT 2009,NO_QUERY,burjwazi,@3zoon shukrn 3ala so2aal ams  everything was ok bs almzj kan shway mt3aker .. how is uni .. ?
4,1556845226,Sun Apr 19 00:37:57 PDT 2009,NO_QUERY,hqonline,I'm tired. The kids woke up early today. 
4,1556845229,Sun Apr 19 00:37:57 PDT 2009,NO_QUERY,Donjipez,@blogiboulga Salut 
4,1556845240,Sun Apr 19 00:37:57 PDT 2009,NO_QUERY,jaackyx,"@ooh_its_allyson yeaa imaa record it . XD or have jazmine . XP  i want you , jazmine &amp; krystle for pe . "
4,1556845288,Sun Apr 19 00:37:58 PDT 2009,NO_QUERY,bodymindcoach,@lookman_author Thanks for the #FF 
4,1556845305,Sun Apr 19 00:37:59 PDT 2009,NO_QUERY,coco_cat,is super excited about going to Sydney next month 
4,1556845310,Sun Apr 19 00:37:59 PDT 2009,NO_QUERY,suicidalcats,@JustinSxE Now i know im gonna have good dreams  cuz someone other than me hopes that i will. lol. 
4,1556845311,Sun Apr 19 00:37:59 PDT 2009,NO_QUERY,shaisworld,@lihall just like how those of us who weren't on twitter didn't exist either? 
4,1556845385,Sun Apr 19 00:38:02 PDT 2009,NO_QUERY,xxitsxnadyaxx,Lost reruns on a saturday night  plus syrup thingies 
4,1556845443,Sun Apr 19 00:38:01 PDT 2009,NO_QUERY,sassisam,"@calmtechcoach yes, good idea, ask your clients what they see you as "
4,1556845525,Sun Apr 19 00:38:02 PDT 2009,NO_QUERY,KaraSaysSo,@iamjonathancook Good! You deserrrrrve it 
4,1556845538,Sun Apr 19 00:38:02 PDT 2009,NO_QUERY,alisonpark,@Skcho180 omg i played draw my thing with dudesgiveflowers all night and he said that i was really good 
4,1556845626,Sun Apr 19 00:38:07 PDT 2009,NO_QUERY,JuSaNothrGurl,I don't really love you anymore.  Yep.  LOL.  Liar.  
4,1556845756,Sun Apr 19 00:38:07 PDT 2009,NO_QUERY,kaelynnjohnson,is hangingout with my friend Gabrielle. 
4,1556845779,Sun Apr 19 00:38:07 PDT 2009,NO_QUERY,shoelace91,@RubyRose1 pretty sure thats a solid strategy on it's own  i hope you feel better soon
4,1556845791,Sun Apr 19 00:38:09 PDT 2009,NO_QUERY,traceylien,@gisellenguyen Awesome! Will discuss with journo society and let you know. 
4,1556845943,Sun Apr 19 00:38:09 PDT 2009,NO_QUERY,birvine,@hannahvictorius welcome back! (to twitter that is.) Enjoy 
4,1556845944,Sun Apr 19 00:38:12 PDT 2009,NO_QUERY,fcknbarbee,"lol ok , im done &quot;drunk tweeting&quot; now , goodnight  ughh im SO calling into wrk tomorrow."
4,1556845947,Sun Apr 19 00:38:10 PDT 2009,NO_QUERY,Bizcuits,@IAmBeeAye i think that you will get to that point....it shouldn't be that hard especially if you got skills 
4,1556845992,Sun Apr 19 00:38:11 PDT 2009,NO_QUERY,ADigitalNomad,@Roqayah is it any less of a Combat Zone now? 
4,1556846001,Sun Apr 19 00:38:11 PDT 2009,NO_QUERY,thesamone,@liftsifter i am GMT time  5hours ahead of EST
4,1556846056,Sun Apr 19 00:38:15 PDT 2009,NO_QUERY,ashleyrwatts,I'm pretty sure I've reached the end of the internet. Time for bed 
4,1556846085,Sun Apr 19 00:38:12 PDT 2009,NO_QUERY,TheyRock,"@AlmostTony If u can reply, it would be awesome "
4,1556846162,Sun Apr 19 00:38:14 PDT 2009,NO_QUERY,sarahprout,@vpsean why thank you Sean! I'm hopeful that my experiment will succeed  http://bit.ly/30N6g &lt;&lt;&lt; Can I get 1 Million followers?
4,1556846182,Sun Apr 19 00:38:14 PDT 2009,NO_QUERY,sandraludvigsen,Going to church in 30 minutes. Gospel  yay
4,1556846191,Sun Apr 19 00:38:14 PDT 2009,NO_QUERY,Alfie,@Article_Dan @bronxelf I shoulda known 
4,1556846301,Sun Apr 19 00:38:19 PDT 2009,NO_QUERY,leeturner,@iainfarrell Nice image first thing in the morning.... thanks mate 
4,1556846327,Sun Apr 19 00:38:17 PDT 2009,NO_QUERY,jehankazi,@Jehan just came back from chilling with @WajihahBhatti and Yasuuu  it is 12:38 am  yeee. k peace
4,1556846331,Sun Apr 19 00:38:20 PDT 2009,NO_QUERY,aileenmachine,@KristinJonashq I'm watching that too ! 
4,1556846388,Sun Apr 19 00:38:21 PDT 2009,NO_QUERY,xpsiren,"black drunk ppl are hanging around. wat were you guys doing, kevin nd anthony?  jkjk it was fun seeing you guys again. yes, u too anthony"
4,1556846422,Sun Apr 19 00:38:19 PDT 2009,NO_QUERY,PembrokeDave,@xxmarypoppinsxx Good Morning and no! I didnt realise it was on - I shall surf to http://www.tvcatchup.com/ now  How are you ? #F1
4,1556846429,Sun Apr 19 00:38:19 PDT 2009,NO_QUERY,TheBetterSexDoc,@JoeMiechowicz So do I. I feel truly blessed to be living here. 
4,1556846436,Sun Apr 19 00:38:19 PDT 2009,NO_QUERY,bayuhlee,Watching housebunnys. Still awake. 
4,1556846557,Sun Apr 19 00:38:21 PDT 2009,NO_QUERY,sweetperception,i called up pizza hut delivery and enjoyed talking to Rainbow! 
4,1556846601,Sun Apr 19 00:38:21 PDT 2009,NO_QUERY,madsdeguzman,@manch - will look for a copy. thanks for the reco!! 
4,1556846634,Sun Apr 19 00:38:22 PDT 2009,NO_QUERY,galuh,@PutriSilalahi what? That's not even a quote! here's a good one. &quot;I think I could fall madly in bed with you.&quot; 
4,1556846657,Sun Apr 19 00:38:23 PDT 2009,NO_QUERY,iminlatrick,show was rad thanks to sam for buying me all that cool stuff!  yr so rad!
4,1556846687,Sun Apr 19 00:38:23 PDT 2009,NO_QUERY,Craig_McDermott,"@weelauraxo Welcome home, hope you had a great time "
4,1556846688,Sun Apr 19 00:38:23 PDT 2009,NO_QUERY,EricWSmith,@MadisonMitchell 
4,1556846730,Sun Apr 19 00:38:24 PDT 2009,NO_QUERY,Mishmts,@eldarmnoo love yeew 2 babeeeee.. tnks 4 all  .. ITUNES ON 
4,1556859683,Sun Apr 19 00:42:19 PDT 2009,NO_QUERY,iVAcash,"@badassyella u kno how yu b 4getn bot a nigga an shit  don't worry tho,yu gon see a whollleee lot of me soon "
4,1556859702,Sun Apr 19 00:42:19 PDT 2009,NO_QUERY,khachatour,Really needs to write in her go journal. But cant. Ill save that for monday. I wish i was somewhere else. Away. Far away.   I  could t ...
4,1556859709,Sun Apr 19 00:42:19 PDT 2009,NO_QUERY,Martini_Shadows,listening to some @taylorswift13 cause shes pretty fantastic 
4,1556859818,Sun Apr 19 00:42:21 PDT 2009,NO_QUERY,Soliee,@DJPhoenix is it really raining over there? it's like 80 degrees here!! i love it 
4,1556859822,Sun Apr 19 00:42:21 PDT 2009,NO_QUERY,pinkfrangipani,@melvin_16 Noice!! We gave my mum one of those last yr with pics of my niece on it for her 
4,1556859843,Sun Apr 19 00:42:22 PDT 2009,NO_QUERY,paykan,"@sambeyin  uh people usually want to learn how to play guitar good  U dont need to learn hoe to play bad, just play it without learnin ..."
4,1556859892,Sun Apr 19 00:42:23 PDT 2009,NO_QUERY,belsv,@Stephenie_Meyer can't wait to read Midnight Sun and all your future work. you're an inspiration 
4,1556859910,Sun Apr 19 00:42:23 PDT 2009,NO_QUERY,Sion71,@nicolatillin I hope you are still in the squash tournament 
4,1556859937,Sun Apr 19 00:42:23 PDT 2009,NO_QUERY,loveivy,"@lockedhearts you're welcome, sis "
4,1556859989,Sun Apr 19 00:42:25 PDT 2009,NO_QUERY,girasoli,"@teaberry2 Ciao!! Good to hear from you   From your SlowTravel comments, sounds like you are having a fabulous time!  Enjoy!!"
4,1556860008,Sun Apr 19 00:42:25 PDT 2009,NO_QUERY,lovelylivxo,banana milk. Yoghurt. Bacon on toast. 
4,1556860022,Sun Apr 19 00:42:25 PDT 2009,NO_QUERY,_modina,@lovely_elle duh! 
4,1556860044,Sun Apr 19 00:42:25 PDT 2009,NO_QUERY,apple_live,@hughnewman working on it 
4,1556860046,Sun Apr 19 00:42:28 PDT 2009,NO_QUERY,melluci,"@toritos You have a good taste in alcohol, my Mom loves Martinis  Good night."
4,1556860064,Sun Apr 19 00:42:26 PDT 2009,NO_QUERY,viktoriabalogh,have a nice day  ... 
4,1556860076,Sun Apr 19 00:42:26 PDT 2009,NO_QUERY,ninjen,@stephenkruiser  &lt;--- Seriously.
4,1556860092,Sun Apr 19 00:42:27 PDT 2009,NO_QUERY,Melodysk,"@Wossy morning JR, have a lovely Sunday, yesterdays show was excellent "
4,1556860142,Sun Apr 19 00:42:27 PDT 2009,NO_QUERY,lesley007,"@casual_intruder Awwwwww he can come, I think it'll be happening in scotland. "
4,1556860147,Sun Apr 19 00:42:27 PDT 2009,NO_QUERY,TeelaJBrown,@kidsis it is the misery and joy of my life. 
4,1556860160,Sun Apr 19 00:42:28 PDT 2009,NO_QUERY,haroldPDX,"@Nickindie Hm... Vodka Tonic and proofreading... might not be a bad combination, if the script is in Russian... "
4,1556860165,Sun Apr 19 00:42:28 PDT 2009,NO_QUERY,StacyCrisman,was just &quot;de-virginized&quot; from the Rocky Horror Picture Show theatre experience 
4,1556860195,Sun Apr 19 00:42:29 PDT 2009,NO_QUERY,SkepticSean,@FooFoo_McKinley @carr2d2 On a break can one of you also add my code? Makes it much easier to get into the game  #skeptwiit
4,1556860197,Sun Apr 19 00:42:29 PDT 2009,NO_QUERY,RahulGaurav,Its so hot these days in bangalore 
4,1556860208,Sun Apr 19 00:42:29 PDT 2009,NO_QUERY,CrazyBri,watching a very weird movie and just watched Adventureland 
4,1556860216,Sun Apr 19 00:42:29 PDT 2009,NO_QUERY,carissasophia,@dineeden Toto likes Taco bell too!   and so do i. I hope they have chili cheese burritos tonight!
4,1556860273,Sun Apr 19 00:42:30 PDT 2009,NO_QUERY,NGowers,@piginthepoke I'm thinking croissants. 
4,1556860299,Sun Apr 19 00:42:31 PDT 2009,NO_QUERY,Sir_Almo,@aussie_ali yes time travel is on of my specialties  
4,1556860302,Sun Apr 19 00:42:30 PDT 2009,NO_QUERY,StampfliTurci,@iantalbot They say that even cows give better milk with Mozart 
4,1556860311,Sun Apr 19 00:42:30 PDT 2009,NO_QUERY,punchthepotato,"I hope you remain the same, so I'll know that this isn't just a game. Now take my hand and we will run away down to this place I know. "
4,1556860319,Sun Apr 19 00:42:31 PDT 2009,NO_QUERY,FannishInc,@danregal well I guess I'll wait then 
4,1556860334,Sun Apr 19 00:42:31 PDT 2009,NO_QUERY,Rhonalicious,"@happydancing15 lol, yup!! she also has a bebo  u should make one for ur dog then upload heaps of pics, coz ur dog is SOOOOOO CUTE!!!!!!!!"
4,1556860348,Sun Apr 19 00:42:31 PDT 2009,NO_QUERY,JustinSxE,@suicidalcats That's cool. I've never been there though ._. Oh well. Dream the best dream you've ever dreamt tonight! 
4,1556860406,Sun Apr 19 00:42:32 PDT 2009,NO_QUERY,shea_raye,"Didn't make it as a Telletubby but did make it backstage  wonderful night.... Tomorrow, watch out!"
4,1556860434,Sun Apr 19 00:42:33 PDT 2009,NO_QUERY,0ashley017,Improv last night was hilarious!! Go UCB! Definitely going back 
4,1556860458,Sun Apr 19 00:42:33 PDT 2009,NO_QUERY,aukiman,is hoping people can feel the ANZAC Spirit - http://tinyurl.com/d57h2y - help him spread the word if you do  !
4,1556860506,Sun Apr 19 00:42:34 PDT 2009,NO_QUERY,hansfredrik,"Aaaah! *yawn* Morning coffee, on a sunny terrace. Best wakeup there is! "
4,1556860530,Sun Apr 19 00:42:34 PDT 2009,NO_QUERY,LiLCOUNTRYGiRL9,HAD A BBQ WITH FRIENDS AND ROAD QUADS ALL DAY 
4,1556860543,Sun Apr 19 00:42:35 PDT 2009,NO_QUERY,Svelmoe,"@jesperbjensen Can mail you an example from work tomorrow, so you can see if needs be "
4,1556860568,Sun Apr 19 00:42:36 PDT 2009,NO_QUERY,SchofieldFan,@NeilDenny hehe yep I love car boot!!!  Never usually buy much heh 
4,1556860584,Sun Apr 19 00:42:36 PDT 2009,NO_QUERY,divinevoice,"@prchrzdtr yeah! good idea!  umm, kaye's the only one that i know of...??"
4,1556860585,Sun Apr 19 00:42:36 PDT 2009,NO_QUERY,checkoutchuck,"@gematkinson weekend just got better! Have my brand new trek road bike, life is good  will send pics soon! x"
4,1556860624,Sun Apr 19 00:42:37 PDT 2009,NO_QUERY,AngeNephilim,@wolfgoodfellow  tc WW 
4,1556860626,Sun Apr 19 00:42:37 PDT 2009,NO_QUERY,dstarpro,@asburylanes Yeah he does.  Hey Petey 
4,1556860651,Sun Apr 19 00:42:37 PDT 2009,NO_QUERY,Illy02,@AriesVenusStarr ahaha yeahh baby! 
4,1556860697,Sun Apr 19 00:42:37 PDT 2009,NO_QUERY,Kristina_Chase,@rustyrockets i think you absolutly rock... bitchboy  please please please come to kansas! what of it. i love how you talk  &lt;3
4,1556860701,Sun Apr 19 00:42:38 PDT 2009,NO_QUERY,SHEEmusic,"@kiakat6 - I got you, thanks "
4,1556860750,Sun Apr 19 00:42:39 PDT 2009,NO_QUERY,richramos78,"If today's what Spring had to offer so far, I can't wait for the Summer! "
4,1556860774,Sun Apr 19 00:42:39 PDT 2009,NO_QUERY,emii08,and shes back  hhahha guys i cried at the wedding.. very emotional!
4,1556861029,Sun Apr 19 00:42:43 PDT 2009,NO_QUERY,b00dle,@ChrisMillerJr      I'm here!!      see no link   
4,1556861036,Sun Apr 19 00:42:43 PDT 2009,NO_QUERY,OUBad,@gaelicwolf That's good. You guys enjoy yourselves. 
4,1556861037,Sun Apr 19 00:42:43 PDT 2009,NO_QUERY,1QT2C,@iamdiddy LOve you DIDDY   Diddy live &gt; http://bit.ly/BeN2t
4,1556861045,Sun Apr 19 00:42:43 PDT 2009,NO_QUERY,HiNay,@infidel007 thanks 
4,1556861063,Sun Apr 19 00:42:44 PDT 2009,NO_QUERY,lasic,"@mrslwalker Got TES bookmarked, thank you! I know the start is awkward but will try... when there is a network there is a way "
4,1556861280,Sun Apr 19 00:42:47 PDT 2009,NO_QUERY,missamarissa,Lady gaga is suchh a sweetheart.  she's goingg to heaven. &lt;33
4,1556861296,Sun Apr 19 00:42:48 PDT 2009,NO_QUERY,chiara361,@tommcfly always a good thing  
4,1556861327,Sun Apr 19 00:42:49 PDT 2009,NO_QUERY,0_Jacqui_0,enjoyed her early early morning run  and looks forwards to power-kite-flying later!!
4,1556861333,Sun Apr 19 00:42:48 PDT 2009,NO_QUERY,javilovespizza,@ilove_shoes in the processs of getting drunk. 
4,1556861338,Sun Apr 19 00:42:48 PDT 2009,NO_QUERY,pinkie_pie,@Emerarudo i like 300 too  What are you doing  ?
4,1556861351,Sun Apr 19 00:42:49 PDT 2009,NO_QUERY,Sir_Almo,@afwife08 hehehe ^^ thank you  
4,1556861361,Sun Apr 19 00:42:49 PDT 2009,NO_QUERY,CaptiveCulture,deleting followers who are not following me ... again 
4,1556861377,Sun Apr 19 00:42:50 PDT 2009,NO_QUERY,xoxolovebug,@judexmurphy when are you NOT distracted by something shiny? ;) Love you anyways!  &lt;3
4,1556861426,Sun Apr 19 00:42:50 PDT 2009,NO_QUERY,Chyntaylorgang,Haha her friend game is down bad now too! Its cool tho. oh n she wsnt think wit her head she was thinkin wit her.... 
4,1556861449,Sun Apr 19 00:42:51 PDT 2009,NO_QUERY,CathyKGray,@wolfgoodfellow Night Wolf. 
4,1556861520,Sun Apr 19 00:42:52 PDT 2009,NO_QUERY,Sion71,"@VioletsCRUK Morning, how the devil are ya? "
4,1556861536,Sun Apr 19 00:42:54 PDT 2009,NO_QUERY,briaiceskate,had a great nightt 
4,1556861556,Sun Apr 19 00:42:53 PDT 2009,NO_QUERY,CounterSuicide,@moviefreak_40 Just wanted to say hi and that I'm happy we connected. Hugs 
4,1556861581,Sun Apr 19 00:42:53 PDT 2009,NO_QUERY,LiverpoolMich,@butadream You'll be fine I'm sure  Are you feeling any better today? :hug:
4,1556861604,Sun Apr 19 00:42:54 PDT 2009,NO_QUERY,i_am_medina,Is having spaghetti with wine and studied a little Italian and is watching the movie Seven Pounds. 
4,1556861674,Sun Apr 19 00:42:55 PDT 2009,NO_QUERY,SarahSaner,"@yaOHya Hello Jennifer, welcome &amp; hope you enjoy it here  x"
4,1556861729,Sun Apr 19 00:42:58 PDT 2009,NO_QUERY,FireySydney,Can't sleep. But I do now have a cool collage of men's styles 
4,1556861731,Sun Apr 19 00:42:55 PDT 2009,NO_QUERY,anthro_geek,@forrestfanatic Just an awesome evening with my BF. 
4,1556861770,Sun Apr 19 00:42:56 PDT 2009,NO_QUERY,QiPeng,@nuttyeeyore cool beans... had a lovely long nap ya know? 
4,1556861784,Sun Apr 19 00:42:56 PDT 2009,NO_QUERY,luvinmesomed,"@SherriEShepherd Sherrie!!! Are you following the NKOTB boys on here yet??  Or can ya give them a shout out, at least? Please? "
4,1556861797,Sun Apr 19 00:42:57 PDT 2009,NO_QUERY,TheDCD,@BeauRyan Can I have your Rock Band rig?  
4,1556861863,Sun Apr 19 00:42:58 PDT 2009,NO_QUERY,KirstyWrites,"@WillYouAtMe Warm, sunny ... kinda like LA but without the movie stars "
4,1556861885,Sun Apr 19 00:42:58 PDT 2009,NO_QUERY,booboolizzy,good beer + bff + guitar hero + tool songs = badass saturday night! 
4,1556861969,Sun Apr 19 00:43:03 PDT 2009,NO_QUERY,Melodysk,@lesanto no contest   Read tweets
4,1556862127,Sun Apr 19 00:43:03 PDT 2009,NO_QUERY,AClockworkToad,"Hey, as long as they are over 18 no harm no foul!  "
4,1556862144,Sun Apr 19 00:43:04 PDT 2009,NO_QUERY,aaronwells81,"Almost to 500,000 followers guys...  Let's get to 600,000 my fellow tweepers !!  LOL..  Please, just let me have my moment  haha.."
4,1556862178,Sun Apr 19 00:43:04 PDT 2009,NO_QUERY,locketo,AND I AM DOOOOOOOOOOOOOONEEEEEEEEEE yay 
4,1556862209,Sun Apr 19 00:43:04 PDT 2009,NO_QUERY,TinaStanke,"good morning..aw sum?? birthday party was sick, need some time to relief "
4,1556862368,Sun Apr 19 00:43:07 PDT 2009,NO_QUERY,francinepen,love is sweet the 2nd major time around.. yihee 
4,1556862588,Sun Apr 19 00:43:11 PDT 2009,NO_QUERY,sambeyin,@paykan haha very funny  i friggen need a guitar first lol.
4,1556862608,Sun Apr 19 00:43:12 PDT 2009,NO_QUERY,manxmidge,safety car back out... ace news from brawn. pit time  #f1
4,1556862618,Sun Apr 19 00:43:12 PDT 2009,NO_QUERY,kydnice,"Finally Home...tired, beat, worn out, all of the above...Fun night tho  got church n a few hours lol"
4,1556862649,Sun Apr 19 00:43:12 PDT 2009,NO_QUERY,monikers01,@iamdiddy i am working hard at this point 
4,1556862815,Sun Apr 19 00:43:15 PDT 2009,NO_QUERY,MsFitzSTYLIST,@goaskalicia www.msfitz.com.au I'm tight lipped about the stuff for maise at this stage- but can show you after the show 
4,1556862863,Sun Apr 19 00:43:16 PDT 2009,NO_QUERY,lesley007,@shelliwazzu Hahahahaha! get a canoe 
4,1556862911,Sun Apr 19 00:43:20 PDT 2009,NO_QUERY,Jewels301,mmmmm..just made Chicken 'n' vegie soup 
4,1556862936,Sun Apr 19 00:43:17 PDT 2009,NO_QUERY,taesuh,just got back from her first visit to the Odulio house 
4,1556862938,Sun Apr 19 00:43:18 PDT 2009,NO_QUERY,TremendousTiff,@Blair_Meester I think you should be famous  .
4,1556862945,Sun Apr 19 00:43:20 PDT 2009,NO_QUERY,mark_moorhead,"Right, almost time to head off for the day - I love Sundays, particularly after I get my Kids' Talk done "
4,1556863002,Sun Apr 19 00:43:18 PDT 2009,NO_QUERY,bamfxitserikaa,"about to go play rockband with erin, erin, and kels "
4,1556863047,Sun Apr 19 00:43:19 PDT 2009,NO_QUERY,lianacordes,(cont) and tastes gooood. i dont like too bitter or too sweet.of course!!cofffyy!!  shmellz awesome..i guess! but ya.
4,1556863095,Sun Apr 19 00:43:20 PDT 2009,NO_QUERY,yarnpiggy,"home from Pride and Prejudice/Colin Firth drool-a-thon. Thanks again, @Kyrsten_Jensen for hosting. "
4,1556863160,Sun Apr 19 00:43:21 PDT 2009,NO_QUERY,eviltammy,@Ithildyn I have to practice my nagging 
4,1556863260,Sun Apr 19 00:43:23 PDT 2009,NO_QUERY,AngelaKeen,@KathyWithaK_  Thanks!  You going to #geekmeet tomorrow?
4,1556876005,Sun Apr 19 00:47:15 PDT 2009,NO_QUERY,wardalshefaya,bzy with midterms :'(    . . .  wish me luck 
4,1556876040,Sun Apr 19 00:47:16 PDT 2009,NO_QUERY,tottielimejuice,"@NGowers Thanks. Wow, you've never been to a car boot??? Such FUN! You've never lived "
4,1556876114,Sun Apr 19 00:47:20 PDT 2009,NO_QUERY,mitchellf1,"@draganababy omg you are so gay, i love ties "
4,1556876167,Sun Apr 19 00:47:18 PDT 2009,NO_QUERY,just4funtraci,Learning more about Twitter! 
4,1556876189,Sun Apr 19 00:47:19 PDT 2009,NO_QUERY,nikkipinder,"I'VE FINISHED THE 'EAT ME, DRINK ME' BADGES!!!! ----&gt; http://twitpic.com/3l3i1 &lt;---- Look here "
